uid,school_education,graduation_1,graduation_2,graduation_3,graduation_4,graduation_5,graduation_6,graduation_7
96102,,,,2020,,,,
31456,1999,,,,,,2011,
62418,,,,,,,,
62911,,,,,,,,
5210,1992,,1998,,,,,
18495,1999,,,,,,,
116878,2000,,,,,,,
62507,,,,,,,,
62478,,,,,,,,
62651,,,,,,,,
62777,,,,,,,,
62979,,,,,,,,
64017,2005,,,,,,,
89720,2007,,,,,,,
62907,,,,,,,,
77040,2000,,,,,,,
62621,,,,,,,,
62616,,,,,,,,
62476,,,,,,,,
33838,2016,,,,,,,
6144,2025,,,,,,,
62447,,,,,,,,
62422,,,,,,,,
62661,,,,,,,,
62842,,,,,,,,
62563,,,,,,,,
62923,,,,,,,,
62392,,,,,,,,
62502,,,,,,,,
62648,,,,,,,,
12144,1998,,,,,,,
62559,,,,,,,,
62901,,,,,,,,
62892,,,,,,,,
62792,,,,,,,,
53714,1984,,,,,,,
62708,,,,,,,,
96001,2005,,,,,,,
52678,1994,,,,,2006,,
62562,,,,,,,,
62706,,,,,,,,
68802,2005,,,,,2010,,
62505,,,,,,,,
62678,,,,,,,,
62881,,,,,,,,
62716,,,,,,,,
62398,,,,,,,,
62812,,,,,,,,
66151,2002,,,,,,,
62642,,,,,,,,
118254,,,,,,2007,,
62818,,,,,,,,
62751,,,,,,,,
48324,2010,,,,,2013,,
63505,,,,,,,,
4346,2010,,,,,,2015,
63063,,,,,,,,
63396,,,,,,,,
63156,,,,,,,,
63215,,,,,,,,
86079,2000,,,,,,,
56049,2001,,,,,,,
63476,,,,,,,,
63416,,,,,,,,
63005,,,,,,,,
63542,,,,,,,,
63501,,,,,,,,
14290,2000,,,,,2005,,
63174,,,,,,,,
63088,,,,,,,,
63391,,,,,,,,
63531,,,,,,,,
63380,,,,,,,,
35678,2006,,,,,,2010,
63274,,,,,,,,
70153,2002,,,,,,,
63529,,,,,,,,
48868,2001,2013,,,,,,
63436,,,,,,,,
38992,1999,,,,,,,
63564,,,,,,,,
63145,,,,,,,,
63325,,,,,,,,
63287,,,,,,,,
63561,,,,,,,,
70863,2013,,,,,,,
90871,1986,,,,,,,
90509,2026,,,,,,,
63420,,,,,,,,
100333,2010,,,,,,,
63345,,,,,,,,
63176,,,,,,,,
26982,2004,,,,,,2008,
107556,2000,,,,,,,
63433,,,,,,,,
63307,,,,,,,,
63189,,,,,,,,
96857,2005,,,,,,,
57730,,,,,,2006,,
63577,,,,,,,,
63254,,,,,,,,
42114,2008,,,,,,,
63417,,,,,,,,
41764,2004,,,,,,,
63498,,,,,,,,
63438,,,,,,,,
94904,1996,,,,,,,
63423,,,,,,,,
63241,,,,,,,,
44557,2019,,,,,,,
63425,,,,,,,,
29110,2005,,,,,2011,,
63492,,,,,,,,
63276,,,,,,,,
63308,,,,,,,,
63364,,,,,,,,
63410,,,,,,,,
63109,,,,,,,,
102970,2009,,,,,2018,,
36729,2012,,,,,2017,,
63018,,,,,,,,
63262,,,,,,,,
21338,2022,,,,,,,
99261,2006,,,,,2011,,
63269,,,,,,,,
63358,,,,,,,,
63125,,,,,,,,
102650,1984,,,,,,,
63472,,,,,,,,
11502,,,,,,2006,,
62890,2006,,,,,,,
15761,2010,,,,,,,
63455,,,,,,,,
16876,1981,,,,,,,
63361,,,,,,,,
66919,2016,,,,,,,
63284,,,,,,,,
99498,1999,,,,,2007,,
63095,,,,,,,,
63477,,,,,,,,
63493,,,,,,,,
20913,2007,,,,,,,
63551,,,,,,,,
63446,,,,,,,,
63046,,,,,,,,
63543,,,,,,,,
78051,2010,,,2017,,,,
63218,,,,,,,,
63252,,,,,,,,
62993,,,,,,,,
37667,1966,,,,,,,
63486,,,,,,,,
63286,,,,,,,,
63243,,,,,,,,
63330,,,,,,,,
63599,,,,,,,,
63568,,,,,,,,
63108,,,,,,,,
19396,2018,,,2021,,,,
62987,,,,,,,,
63040,,,,,,,,
63290,,,,,,,,
63093,,,,,,,,
50858,2013,,,,,,,
63239,,,,,,,,
63372,,,,,,,,
64234,1995,,,,,,,
4486,1979,,,,,,,
85984,1991,,,,,,,
61923,2002,,,,,,,
63570,,,,,,,,
63017,,,,,,,,
63491,,,,,,,,
25257,2006,,,,,,,
63547,,,,,,,,
63034,,,,,,,,
63047,,,,,,,,
63169,,,,,,,,
63185,,,,,,,,
63281,,,,,,,,
55443,2009,,,,,,,
63532,,,,,,,,
63098,,,,,,,,
63428,,,,,,,,
110660,1985,,,,,,,
63526,,,,,,,,
63261,,,,,,,,
58468,1988,,,,,,,
63069,,,,,,,,
67832,2005,,,,,,,
56879,1966,,,,,,,
63102,,,,,,,,
43084,2007,,,,,,,
50573,1977,,,,,,,
11555,2006,,,,,2010,,
63460,,,,,,,,
63991,,,,,,,,
64062,,,,,,,,
63604,,,,,,,,
119081,2001,,,,,,,
64050,,,,,,,,
64004,,,,,,,,
91086,,,,,,2003,,
63660,,,,,,,,
64068,,,,,,,,
64028,,,,,,,,
63850,,,,,,,,
63633,,,,,,,,
64076,,,,,,,,
40581,2003,,,2014,,,,
64107,,,,,,,,
30356,2002,,,,,,2011,
76278,,,,,,2010,,
22931,2016,,,,,,,
64134,,,,,,,,
63808,,,,,,,,
63814,,,,,,,,
64086,,,,,,,,
63723,,,,,,,,
63624,,,,,,,,
63617,,,,,,,,
21254,2011,,,,,,,
63971,,,,,,,,
64123,,,,,,,,
63829,,,,,,,,
63903,,,,,,,,
63885,,,,,,,,
64126,,,,,,,,
58276,,,,,,2009,,
63883,,,,,,,,
63719,,,,,,,,
16237,1987,,,,,,,
64140,,,,,,,,
63703,,,,,,,,
63835,,,,,,,,
63607,,,,,,,,
64013,,,,,,,,
64027,,,,,,,,
63937,,,,,,,,
63796,,,,,,,,
63933,,,,,,,,
63891,,,,,,,,
64037,,,,,,,,
109308,2005,,,,,,,
83457,2001,,,,,,,
63915,,,,,,,,
47432,2014,,,,,,,
72947,2002,,,,,,,
95818,2008,,,,,,,
63938,,,,,,,,
63925,,,,,,,,
112957,1987,,,,,,,
64136,,,,,,,,
63931,,,,,,,,
48220,1971,,,,,,,
63923,,,,,,,,
63645,,,,,,,,
17419,,,,,,1982,,
64150,,,,,,,,
95736,2007,,,,,,,
80286,2014,,,,,,,
63675,,,,,,,,
63992,,,,,,,,
43435,2004,,,,,,,
64124,,,,,,,,
63696,,,,,,,,
75142,,,,,,,2010,
63651,,,,,,,,
28752,1994,,,,,,,
63904,,,,,,,,
63759,,,,,,,,
64127,,,,,,,,
59039,2004,,,,,,,
63861,,,,,,,,
63720,,,,,,,,
76529,1985,,,,,,,
80166,1980,,,,,,,
64056,,,,,,,,
64010,,,,,,,,
63681,,,,,,,,
63772,,,,,,,,
63698,,,,,,,,
63676,,,,,,,,
64036,,,,,,,,
63988,,,,,,,,
55854,2027,,,,,,,
63907,,,,,,,,
38391,1992,,,,,1999,,
17087,2002,,,,,,,
46516,2010,,,,,,,
22531,,,,,,2006,,
63797,,,,,,,,
37216,1989,,,,,,,
63928,,,,,,,,
63798,,,,,,,,
40867,2011,,,,,,,
64058,,,,,,,,
63802,,,,,,,,
64006,,,,,,,,
48947,2005,,,,,2010,,
63710,,,,,,,,
64024,,,,,,,,
118462,2006,,,,,,,
64045,,,,,,,,
63602,,,,,,,,
34026,1985,,,,,,,
37414,1994,,,,,,,
45549,2012,,,2017,,,,
13755,,,,,,,,2013
63843,,,,,,,,
63866,,,,,,,,
64043,,,,,,,,
63718,,,,,,,,
63738,,,,,,,,
63791,,,,,,,,
63646,,,,,,,,
63749,,,,,,,,
27834,2001,,,,,,,
87654,1997,,,,,,,
117131,1999,,,,,,,
64061,,,,,,,,
63900,,,,,,,,
63869,,,,,,,,
22764,1970,,,,,,,
63736,,,,,,,,
63732,,,,,,,,
63930,,,,,,,,
63709,,,,,,,,
64075,,,,,,,,
85341,2001,,,,,,,
49881,2007,,,,,,2017,
84233,2006,,,2012,,,,
64091,,,,,,,,
63747,,,,,,,,
63974,,,,,,,,
38736,2014,,,,,,,
23078,2002,,,,,2007,,
107307,1998,,,,,,,
1491,1986,,,,,,,
64626,,,,,,,,
72214,2000,,,,,,,
64238,,,,,,,,
80885,2007,,,,,2016,,
53478,2008,,,,,,,
64608,,,,,,,,
110322,1996,,,,,,,
64158,,,,,,,,
76861,1980,,,,,,,
2130,2008,,,,,,,
77375,1996,,,,,,,
95020,2019,,,,,,,
64722,,,,,,,,
64653,,,,,,,,
64283,,,,,,,,
19262,2013,,,,,,,
4670,,,2013,,,,,
64326,,,,,,,,
17786,1987,,,,,,,
64508,,,,,,,,
64477,,,,,,,,
5056,2020,,,,,,,
64691,,,,,,,,
64181,,,,,,,,
64308,,,,,,,,
31157,1999,,,,,,,
64293,,,,,,,,
64539,,,,,,,,
64496,,,,,,,,
64179,,,,,,,,
64444,,,,,,,,
23901,,,,,,2005,,
64715,,,,,,,,
64483,,,,,,,,
64341,,,,,,,,
64431,,,,,,,,
25204,2012,,,,,,,
105527,,,2010,,,,,
64298,,,,,,,,
5212,2007,,2012,,,,,
6547,1979,,,,,1988,,
64494,,,,,,,,
64346,,,,,,,,
64258,,,,,,,,
3347,,,2016,,,,,
113062,,,,,,2007,,
64628,,,,,,,,
64345,,,,,,,,
64361,,,,,,,,
64507,,,,,,,,
64619,,,,,,,,
64595,,,,,,,,
64202,,,,,,,,
64549,,,,,,,,
64296,,,,,,,,
64541,,,,,,,,
64268,,,,,,,,
64583,,,,,,,,
43872,2020,,,2022,,,,
64621,,,,,,,,
18750,2023,,,,,,,
64463,,,,,,,,
64448,,,,,,,,
64476,,,,,,,,
64731,,,,,,,,
64641,,,,,,,,
64289,,,,,,,,
109220,1992,,,,,,,
64435,,,,,,,,
64397,,,,,,,,
64668,,,,,,,,
95669,1991,,,,,,,
64460,,,,,,,,
64588,,,,,,,,
91351,2009,,,,,,,
64683,,,,,,,,
64499,,,,,,,,
64184,,,,,,,,
105775,2014,,,,,,,
23488,1985,,,,,,,
24787,2007,,,,,,,
24819,2005,,,,,,,
64260,,,,,,,,
64313,,,,,,,,
80676,2000,,,,,2007,,
64533,,,,,,,,
64565,,,,,,,,
235,2001,,,,,,,
64667,,,,,,,,
114607,2002,,,,,,,
113470,1982,,,,,,,
64618,,,,,,,,
39490,2008,,,,,2012,,
64672,1998,,,,,2004,,
64728,,,,,,,,
4018,2004,,,,,2008,,
64540,,,,,,,,
64625,,,,,,,,
64468,,,,,,,,
75065,1976,,,,,,,
64415,,,,,,,,
64514,,,,,,,,
64402,,,,,,,,
64645,,,,,,,,
13934,2011,,,,,,,
64614,,,,,,,,
64472,,,,,,,,
64730,,,,,,,,
22523,2009,,,,,,,
64199,,,,,,,,
64316,,,,,,,,
64252,,,,,,,,
64481,,,,,,,,
64480,,,,,,,,
64169,,,,,,,,
30074,2013,,,,,,,
64245,,,,,,,,
109080,2010,,,,,,,
64469,,,,,,,,
64461,,,,,,,,
64557,,,,,,,,
64506,,,,,,,,
64620,,,,,,,,
64587,,,,,,,,
64724,,,,,,,,
64729,,,,,,,,
64523,,,,,,,,
49356,2016,,,,,,2020,
30418,2008,,,,,,,
64475,,,,,,,,
64205,,,,,,,,
64399,,,,,,,,
97299,1985,,,,,,,
64284,,,,,,,,
64582,,,,,,,,
40515,2005,,,,,,,
64237,,,,,,,,
64528,,,,,,,,
64321,,,,,,,,
14994,2011,,,,,,,
40256,1994,,,,,,,
1288,2012,,,,,,,
65044,,,,,,,,
65213,,,,,,,,
65274,,,,,,,,
65263,,,,,,,,
103214,,,,,,2000,,
46163,1993,,,,,,,
65057,,,,,,,,
65119,,,,,,,,
64987,,,,,,,,
64821,,,,,,,,
49253,2010,,,,,,,
64925,,,,,,,,
74343,2010,,,,,,,
41745,2015,,,,,,,
52360,2009,,,,,,,
65097,,,,,,,,
65196,,,,,,,,
65113,,,,,,,,
21994,1991,,,,,,,
64760,,,,,,,,
113219,1991,,,,,,,
107458,1992,,,,,,,
65221,,,,,,,,
65002,,,,,,,,
72864,,,,,,,2015,
65290,,,,,,,,
55662,2003,,,,,,,
44624,1996,,,,,2014,,
107161,1984,,,,,,,
53556,2015,,,,,,,
64764,,,,,,,,
65181,,,,,,,,
69415,2019,,,,,,,
65134,,,,,,,,
64919,,,,,,,,
64908,,,,,,,,
64922,,,,,,,,
65101,,,,,,,,
65098,,,,,,,,
78630,2004,,,,,,,
76891,2010,,2013,,,,,
65110,,,,,,,,
64807,,,,,,,,
64905,,,,,,,,
26499,,,,,2012,,,
71494,2005,,,,,,,
65162,,,,,,,,
91223,2000,,,,,,,
64774,,,,,,,,
109692,2023,,,,,,,
65245,,,,,,,,
65015,,,,,,,,
64838,,,,,,,,
64998,,,,,,,,
98499,1998,,,,,2003,,
65219,,,,,,,,
65004,,,,,,,,
64924,,,,,,,,
64936,,,,,,,,
56473,1990,,,,,,,
65148,,,,,,,,
64851,,,,,,,,
64929,,,,,,,,
65051,,,,,,,,
64775,,,,,,,,
64841,,,,,,,,
64762,,,,,,,,
63832,2014,,,,,,,
65068,,,,,,,,
64782,,,,,,,,
58269,2006,,,,,,,
111008,,,,,,2003,,
96499,1989,,,,,,,
58507,2004,,,,,,,
65202,,,,,,,,
65016,1979,,,,,,,
65012,,,,,,,,
16069,,,,,,2002,,
25522,,,,,,2010,,
65184,,,,,,,,
65085,,,,,,,,
89387,,,,,,2003,,
65160,,,,,,,,
64912,,,,,,,,
65287,,,,,,,,
55783,2011,,2013,,,,,
107117,1979,,,,,,,
64917,,,,,,,,
34005,1988,,,,,,,
65128,,,,,,,,
116647,2001,,,,,,,
64975,,,,,,,,
64758,,,,,,,,
65277,,,,,,,,
74656,1988,,,,,,,
71603,2009,,,,,2014,,
44350,1975,,,,,,,
33251,,,,,,2013,,
65072,,,,,,,,
90081,,,,,,2003,,
64948,,,,,,,,
65214,,,,,,,,
64765,,,,,,,,
64864,,,,,,,,
65322,,,,,,,,
65314,,,,,,,,
64869,,,,,,,,
21402,1988,,,,,,,
74194,1994,,,,,,,
65251,,,,,,,,
60974,1985,,,,,,,
3498,1997,,,,,,,
97761,1986,,,,,,,
65321,,,,,,,,
64806,,,,,,,,
65182,,,,,,,,
65133,,,,,,,,
64783,,,,,,,,
64933,,,,,,,,
23045,2022,,,,,,,
71134,,,2009,,,,,
95182,2007,,,,,,,
64791,,,,,,,,
65019,,,,,,,,
65275,,,,,,,,
44252,2003,,,,,,,
65115,,,,,,,,
83449,2001,,,,,,,
65084,,,,,,,,
65052,,,,,,,,
90593,2023,,,,,,,
64938,,,,,,,,
64575,1979,,,,,,,
65319,,,,,,,,
37881,,,,2022,,,,
99473,2013,,,,,,,
65236,,,,,,,,
64955,,,,,,,,
43970,1989,,,,,,,
65086,,,,,,,,
65076,,,,,,,,
64950,,,,,,,,
65089,,,,,,,,
64886,,,,,,,,
64958,,,,,,,,
64852,,,,,,,,
107309,1993,,,,,,,
64847,,,,,,,,
39020,2013,,,,,,,
37149,,,,,,2007,,
64834,,,,,,,,
65071,,,,,,,,
64759,,,,,,,,
65003,,,,,,,,
1870,2016,,,,,,,
89756,2018,,,,,,,
41079,2009,,,,,,,
19746,2000,,,,,,,
65763,,,,,,,,
65479,,,,,,,,
65727,,,,,,,,
65856,,,,,,,,
65683,,,,,,,,
65889,,,,,,,,
65867,,,,,,,,
65664,,,,,,,,
35456,2008,,,,,,,
79406,1990,,,,,,,
65755,,,,,,,,
65802,,,,,,,,
91949,1999,,,,,2004,,
890,,,,,,2013,,
42391,2003,,,,,2008,,
65366,,,,,,,,
65611,,,,,,,,
65746,,,,,,,,
65792,,,,,,,,
77597,1988,,,,,,,
65749,,,,,,,,
52320,,,,,,2010,,
24034,1989,,,,,,,
2139,2003,,,,,,,
65602,,,,,,,,
53461,2010,,,,,,,
65767,,,,,,,,
65631,,,,,,,,
65725,,,,,,,,
65521,,,,,,,,
83554,2002,,,,,,,
62161,2025,,,,,,,
65879,,,,,,,,
61850,1995,,,,,,,
62284,1962,,,,,,,
112152,2005,,,,,,,
65433,,,,,,,,
65589,,,,,,,,
23718,1979,,,,,,,
65861,,,,,,,,
86463,2005,,,,,,,
65696,,,,,,,,
65360,,,,,,,,
65542,,,,,,,,
65825,,,,,,,,
65413,,,,,,,,
60969,1987,,,,,,,
75004,1992,,,,,2001,,
65394,,,,,,,,
65853,,,,,,,,
65697,,,,,,,,
65614,,,,,,,,
23534,2005,,,,,,,
65419,,,,,,,,
65921,,,,,,,,
65859,,,,,,,,
65682,,,,,,,,
65607,,,,,,,,
65838,,,,,,,,
14347,2011,,,2016,,,,
64745,2003,,2011,,,,,
65582,,,,,,,,
65843,,,,,,,,
65888,,,,,,,,
65507,,,,,,,,
77854,1994,,,,,2008,,
65731,,,,,,,,
65839,,,,,,,,
65707,,,,,,,,
76968,2000,,,,,,,
65515,,,,,,,,
65816,,,,,,,,
65892,,,,,,,,
65657,,,,,,,,
65700,,,,,,,,
103432,,,,2012,,,,
65890,,,,,,,,
65613,,,,,,,,
46734,2006,,,2016,,,,
65874,,,,,,,,
65452,,,,,,,,
23291,1993,,,,,,,
65720,,,,,,,,
65492,,,,,,,,
65574,,,,,,,,
65712,,,,,,,,
65538,,,,,,,,
73281,2008,,,,,,,
102813,2003,,,,,2008,,
65633,,,,,,,,
29860,2002,,,,,,,
65616,,,,,,,,
65466,,,,,,,,
81517,,,,,,2007,,
65660,,,,,,,,
65826,,,,,,,,
65708,,,,,,,,
65783,,,,,,,,
65809,,,,,,,,
3622,2006,,,,,,2010,
65770,,,,,,,,
90269,2010,,,,,,,
65368,,,,,,,,
65535,,,,,,,,
65886,,,,,,,,
65461,,,,,,,,
65845,,,,,,,,
65800,,,,,,,,
5262,2005,,,,,2011,,
24880,2003,,,,,,,
65578,,,,,,,,
20904,2006,,,,,,,
65369,,,,,,,,
43176,,,,,,,,1990
85898,2006,,,,,,,
65880,,,,,,,,
116082,2007,,,2015,,,,
65635,,,,,,,,
65739,,,,,,,,
65375,,,,,,,,
93385,,,,,,,2002,
26403,2003,,,,,,,
65587,,,,,,,,
65403,,,,,,,,
65374,,,,,,,,
65637,,,,,,,,
65371,,,,,,,,
65488,,,,,,,,
27195,,,,,,,,2012
65522,,,,,,,,
65722,,,,,,,,
88219,2013,,,,,,2017,
65509,,,,,,,,
65508,,,,,,,,
18109,2020,,,,,,,
65747,,,,,,,,
81307,1984,,,,,,,
65506,,,,,,,,
40992,1995,,,,,,,
65914,,,,,,,,
65667,,,,,,,,
65905,,,,,,,,
65531,,,,,,,,
55551,1999,,,,,,,
65650,,,,,,,,
65674,,,,,,,,
65847,,,,,,,,
66480,,,,,,,,
66300,,,,,,,,
66188,,,,,,,,
66239,,,,,,,,
113090,2014,,,,,,,
66032,,,,,,,,
66335,,,,,,,,
66009,,,,,,,,
66367,,,,,,,,
116186,2010,,,,,,,
65995,,,,,,,,
66157,,,,,,,,
66336,,,,,,,,
66113,,,,,,,,
66104,,,,,,,,
116214,1975,,,,,,,
66446,,,,,,,,
33234,2006,,,,,,,
35187,2006,,,,,,,
11263,1989,,,,,,,
66244,,,,,,,,
66271,,,,,,,,
36662,2010,,,,,,,
118551,2021,,,,,,,
66359,,,,,,,,
66507,,,,,,,,
112608,1978,,,,,,,
63100,,,,,,1992,,
106909,1948,,,,,,,
66393,,,,,,,,
66131,,,,,,,,
65997,,,,,,,,
66031,,,,,,,,
26538,2000,,,,,,,
66056,,,,,,,,
25611,2022,,,,,,,
66108,,,,,,,,
66171,,,,,,,,
65965,,,,,,,,
65935,,,,,,,,
47729,2017,,,,,,,
66048,,,,,,,,
11226,1991,,,,,1996,,
66225,,,,,,,,
38116,1969,,,,,,,
14567,1984,,,2000,,,,
50838,2002,,,,,,,
101325,,,2013,,,,,
65982,,,,,,,,
66046,,,,,,,,
66354,,,,,,,,
73325,,,,,,,2014,
66248,,,,,,,,
65970,,,,,,,,
102313,2009,,,,,,,
66464,,,,,,,,
65950,,,,,,,,
101971,,,2011,,,,,
66251,,,,,,,,
66286,,,,,,,,
66478,,,,,,,,
66272,,,,,,,,
69849,1998,,,,,,,
5808,1995,,,,,,,
66262,,,,,,,,
102264,1989,,,,,,,
46482,1995,,,,,2003,,
66463,,,,,,,,
40759,1986,,,,,,,
94218,2002,,,,,,,
66050,,,,,,,,
66179,,,,,,,,
66117,,,,,,,,
66042,,,,,,,,
66324,,,,,,,,
65996,,,,,,,,
89133,,,,,,1986,,
66391,,,,,,,,
90688,2026,,,,,,,
66361,,,,,,,,
66096,,,,,,,,
66034,,,,,,,,
97356,2005,,,,,,,
66406,,,,,,,,
66014,,,,,,,,
66501,,,,,,,,
66283,,,,,,,,
66445,,,,,,,,
66072,,,,,,,,
66138,,,,,,,,
112420,2004,,,,,2010,,
66363,,,,,,,,
66004,,,,,,,,
65957,,,,,,,,
66328,,,,,,,,
66163,,,,,,,,
65999,,,,,,,,
66127,,,,,,,,
118451,2009,,2014,,,,,
5984,2010,,,,,,,
66294,,,,,,,,
66438,,,,,,,,
66016,,,,,,,,
65949,,,,,,,,
66253,,,,,,,,
66148,,,,,,,,
52209,2004,,,,,,,
66103,,,,,,,,
66408,,,,,,,,
67015,2003,,,,,,,
66305,,,,,,,,
66132,,,,,,,,
66000,,,,,,,,
66209,,,,,,,,
55548,2005,,,,,,,
66126,,,,,,,,
66368,,,,,,,,
66120,,,,,,,,
44420,2006,,,,,,,
66477,,,,,,,,
45493,2001,,,,,2007,,
66559,,,,,,2006,,
37486,2012,,,,,,,
66133,,,,,,,,
66379,,,,,,,,
61648,1970,,,,,,,
66511,,,,,,,,
66074,,,,,,,,
66082,,,,,,,,
66494,,,,,,,,
66003,,,,,,,,
66471,,,,,,,,
66449,,,,,,,,
43100,1987,,,,,,,
66327,,,,,,,,
43550,,,,,,2005,,
66177,,,,,,,,
16156,2013,,,,,,,
80276,1998,,,,,,2007,
66425,,,,,,,,
66329,,,,,,,,
51803,1997,,,,,,,
66454,,,,,,,,
66373,,,,,,,,
66175,,,,,,,,
61363,,,,,,1987,,
66092,,,,,,,,
972,2004,,,,,2014,,
66090,,,,,,,,
66453,,,,,,,,
88316,2009,,,2015,,,,
95617,1999,,,,,2012,,
66629,,,,,,,,
66875,,,,,,,,
66929,,,,,,,,
100702,2005,,,,,2011,,
66817,,,,,,,,
103181,1999,,,,,,,
67055,,,,,,,,
66945,,,,,,,,
59087,1999,,,,,,,
97385,,,,,,2009,,
52342,2005,,,,,,,
66801,,,,,,,,
84069,2005,,,,,,,
67074,,,,,,,,
66878,,,,,,,,
66762,,,,,,,,
66562,,,,,,,,
67051,,,,,,,,
66931,,,,,,,,
66794,,,,,,,,
66614,,,,,,,,
66523,,,,,,,,
66771,,,,,,,,
66603,,,,,,,,
60499,2005,,2011,,,,,
81241,2007,,2012,,,,,
66976,,,,,,,,
120047,1996,,,,,,,
66555,,,,,,,,
13049,1980,,,,,1984,,
66698,,,,,,,,
67087,,,,,,,,
41304,2011,,,,,,,
66525,,,,,,,,
66769,,,,,,,,
66770,,,,,,,,
66977,,,,,,,,
66627,,,,,,,,
66519,,,,,,,,
67085,,,,,,,,
66573,,,,,,,,
66726,,,,,,,,
118095,2007,,,,,2015,,
67115,,,,,,,,
66644,,,,,,,,
66596,,,,,,,,
66630,,,,,,,,
72570,1998,,,,,,,
66658,,,,,,,,
66535,,,,,,,,
24870,2019,,,,,,,
26824,2009,,2014,,,,,
66840,,,,,,,,
66636,,,,,,,,
66581,,,,,,,,
66631,,,,,,,,
66916,,,,,,,,
66881,,,,,,,,
66569,,,,,,,,
66891,,,,,,,,
41622,2007,,,,,,,
66864,,,,,,,,
33756,1987,,,,,,,
34219,1998,,,,,,,
67114,,,,,,,,
66885,,,,,,,,
66612,,,,,,,,
66691,,,,,,,,
66549,,,,,,,,
66956,,,,,,,,
66950,,,,,,,,
66672,,,,,,,,
108510,2005,,,,,,,
67062,,,,,,,,
63368,2004,,,,,,,
66822,,,,,,,,
67047,1975,,,,,,,
66780,,,,,,,,
17625,1983,,,,,,,
60876,2014,,,,,,,
107318,2007,,,,,,,
72496,2002,,,,,2008,,
66842,,,,,,,,
66958,,,,,,,,
42452,1989,,,,,,,
67094,,,,,,,,
66869,,,,,,,,
66805,,,,,,,,
66877,,,,,,,,
31370,2010,,,,,,,
66868,,,,,,,,
38902,1997,,,,,2013,,
66728,,,,,,,,
66971,,,,,,,,
66743,,,,,,,,
66764,,,,,,,,
67023,,,,,,,,
46434,2003,,,,,,,
67001,,,,,,,,
66778,,,,,,,,
66895,,,,,,,,
66661,,,,,,,,
19483,2005,,,,,,,
79707,2004,,2013,,,,,
66969,,,,,,,,
67092,,,,,,,,
106247,1984,,,,,,,
66587,,,,,,,,
66853,,,,,,,,
23197,1987,,,,,,,
67030,,,,,,,,
66571,,,,,,,,
66924,,,,,,,,
29326,2008,,,,,,,
41166,2003,,,2014,,,,
51246,1986,,,,,1989,,
67065,,,,,,,,
79794,,,,,2021,2017,,
66645,,,,,,,,
66610,,,,,,,,
66784,,,,,,,,
66634,,,,,,,,
66722,,,,,,,,
66671,,,,,,,,
47835,2011,,,,,,,
66599,,,,,,,,
66588,,,,,,,,
66928,,,,,,,,
67069,,,,,,,,
118681,2012,,,,,,,
66529,,,,,,,,
67110,,,,,,,,
33342,,,2011,,,,,
73116,,,,2012,,,,
66855,,,,,,,,
66534,,,,,,,,
66884,,,,,,,,
67090,,,,,,,,
13029,2008,,,,,,,
72174,,,,,,2005,,
66985,,,,,,,,
66902,,,,,,,,
66819,,,,,,,,
66657,,,,,,,,
67083,,,,,,,,
66852,,,,,,,,
66889,,,,,,,,
67168,,,,,,,,
77908,2006,,,,,,,
67328,,,,,,,,
114414,1985,,,,,,,
67155,,,,,,,,
47155,2003,,,,,,,
67280,,,,,,,,
67649,,,,,,,,
67434,,,,,,,,
67651,,,,,,,,
35223,2015,,,,,,,
79285,2004,,,,,2009,,
43159,1992,,,,,,,
67192,,,,,,,,
67682,,,,,,,,
89527,1993,,,,,,,
67195,,,,,,,,
67663,,,,,,,,
67622,,,,,,,,
67313,,,,,,,,
67153,,,,,,,,
67464,,,,,,,,
67146,,,,,,,,
67347,,,,,,,,
67506,,,,,,,,
67637,,,,,,,,
67531,2009,,2013,,,,,
67658,,,,,,,,
67123,,,,,,,,
67268,,,,,,,,
67400,,,,,,,,
62791,2003,,,,,,,
99326,,,,,,,2016,
67194,,,,,,,,
27890,2018,,,,,,,
67290,,,,,,,,
67657,,,,,,,,
67532,,,,,,,,
88657,2010,,,,,,,
67358,,,,,,,,
67687,,,,,,,,
67396,,,,,,,,
62902,1977,,,,,,,
25759,,,,,,2010,,
67583,,,,,,,,
45859,1990,,,,,,,
67686,,,,,,,,
67664,,,,,,,,
67197,,,,,,,,
108120,2007,,,,,2010,,
67545,,,,,,,,
58075,,,,,,,,2005
67516,,,,,,,,
67701,,,,,,2010,,
67319,,,,,,,,
67152,,,,,,,,
67255,,,,,,,,
67316,,,,,,,,
67288,,,,,,,,
67429,,,,,,,,
67607,,,,,,,,
67415,,,,,,,,
27650,,,,,,2014,,
73334,2016,,,,,,,
67684,,,,,,,,
67694,,,,,,,,
67332,,,,,,,,
41114,1990,,,,,,,
38946,2009,,,,,,,
67366,,,,,,,,
22188,2003,,,,,,,
67469,,,,,,,,
67652,,,,,,,,
67424,,,,,,,,
67145,,,,,,,,
67630,,,,,,,,
29051,1977,,,,,1981,,
77648,2022,,,,,,,
67538,,,,,,,,
67391,,,,,,,,
67286,,,,,,,,
59929,1994,,,,,,,
67244,,,,,,,,
67404,,,,,,,,
67550,,,,,,,,
67323,,,,,,,,
45832,2016,,,,,,,
27187,2012,,,,,,,
67627,,,,,,,,
80126,1988,,,,,,,
114553,1996,,,,,,,
67629,,,,,,,,
67225,,,,,,,,
111465,1991,,,,,,1995,
19730,1992,,,,,,,
67485,,,,,,,,
