uid,age,registered_year
19413,32,2011
108395,53,2010
105959,39,2010
2655,17,2019
64397,32,2013
57196,29,2009
77505,71,2018
54228,24,2010
116119,41,2021
42320,25,2018
114323,16,2021
12832,63,2015
51875,60,2011
83597,34,2020
55980,15,2016
27898,36,2008
50154,18,2015
50719,29,2015
15829,29,2010
88457,21,2021
89047,45,2018
36305,21,2012
58403,35,2009
19414,35,2010
24324,26,2014
44711,37,2010
94523,41,2016
115502,34,2013
63254,40,2015
115504,44,2021
6789,36,2012
36894,31,2015
4998,49,2009
89049,19,2013
77506,39,2009
4999,21,2020
23711,14,2021
58404,31,2009
95165,22,2016
119137,83,2021
9846,23,2017
13431,36,2014
6207,18,2015
61430,36,2008
73325,32,2016
33282,62,2020
74524,15,2019
59019,32,2010
14616,41,2012
235,37,2007
98126,49,2015
2659,39,2009
82352,38,2012
42900,44,2019
95732,34,2010
50156,25,2011
88459,15,2020
18206,40,2013
101113,34,2018
56586,23,2018
9847,65,2018
23713,18,2013
110191,17,2018
78705,43,2011
15830,20,2011
95733,15,2020
805,31,2019
64399,25,2020
27900,28,2010
65574,25,2009
78706,32,2021
59635,15,2020
2661,30,2017
104741,29,2009
25530,21,2013
114326,27,2011
102939,36,2008
78707,43,2011
102940,46,2018
90250,36,2010
17588,39,2016
15234,34,2012
79330,49,2008
104150,21,2014
17589,24,2019
67356,35,2012
24910,26,2008
75097,14,2020
82977,30,2015
55379,34,2021
75701,33,2011
46578,36,2011
55380,53,2021
18207,32,2010
67357,19,2017
56588,24,2010
77508,38,2008
64402,38,2008
18208,31,2010
110773,65,2020
15235,36,2009
88461,39,2021
71571,35,2009
116733,34,2017
93931,17,2019
1426,31,2010
14619,32,2014
96933,32,2014
88462,29,2010
119138,20,2014
93932,29,2020
72143,20,2017
13432,30,2009
66769,21,2013
66770,21,2019
6212,16,2017
72715,43,2018
46579,42,2013
39269,30,2009
73329,38,2010
51878,41,2009
109012,31,2011
108397,38,2019
25532,44,2018
110774,33,2008
104742,15,2020
43509,24,2013
22515,53,2010
57199,52,2017
100511,44,2020
59636,43,2009
85467,65,2009
35148,41,2011
38675,39,2019
20647,22,2021
33937,29,2009
21318,39,2021
110775,19,2013
96935,42,2017
57200,44,2019
104743,21,2020
6792,23,2018
61436,36,2012
4389,35,2010
94526,37,2012
30797,49,2009
67358,32,2009
24911,32,2010
44061,44,2011
70381,26,2009
23165,46,2015
102377,33,2010
63832,26,2014
36896,51,2015
109015,35,2017
102943,34,2011
105962,26,2009
44062,17,2018
86648,24,2019
112646,29,2018
59022,35,2008
87219,21,2020
56589,24,2014
2038,40,2016
109016,18,2014
27298,33,2011
23715,29,2020
96314,28,2016
84826,26,2014
79934,24,2015
70967,26,2008
96315,19,2019
14621,50,2021
3803,26,2010
110192,27,2017
4391,36,2009
110193,19,2016
236,33,2012
89645,81,2013
110777,31,2008
45980,37,2009
87220,41,2011
18211,39,2016
116125,39,2014
87221,47,2017
75706,41,2011
98131,47,2010
89646,59,2011
96316,47,2009
117922,21,2014
108398,71,2016
93935,34,2017
81152,44,2009
116126,25,2021
98133,32,2009
80547,24,2017
20006,30,2010
22516,31,2011
5003,46,2009
62637,39,2009
5613,20,2013
112048,19,2020
115506,47,2011
46581,50,2017
57202,21,2016
72145,46,2018
83600,52,2010
38079,32,2016
33938,23,2018
98135,60,2013
110778,42,2013
67957,44,2011
93300,49,2021
87826,38,2009
37485,40,2011
86651,46,2020
45981,50,2018
807,35,2008
33939,21,2015
92670,47,2021
72147,37,2014
85469,37,2015
12835,26,2009
71573,34,2009
80548,25,2021
66771,42,2019
37486,30,2008
42907,36,2020
54803,45,2011
18212,21,2014
31452,14,2017
109603,26,2011
1429,17,2019
68549,30,2009
73334,25,2012
114908,19,2012
95736,33,2011
108400,29,2009
57799,60,2012
119141,16,2017
3274,16,2015
9851,20,2018
59023,35,2013
109606,21,2011
72148,15,2020
103528,43,2009
119729,38,2011
107789,33,2013
86652,17,2018
13997,21,2016
112650,35,2009
71575,44,2017
27905,30,2008
52432,45,2020
105967,45,2016
48957,15,2014
107790,30,2013
45355,17,2018
65578,37,2010
59024,19,2015
32081,43,2009
24914,44,2019
30197,17,2018
30198,28,2017
78113,32,2010
69200,17,2018
57204,59,2018
11636,31,2015
27302,48,2012
20009,41,2020
75708,32,2016
94528,32,2015
78114,33,2010
30199,24,2011
57205,16,2016
74527,43,2018
17593,44,2017
59025,31,2015
16989,53,2020
61439,26,2020
90871,52,2013
80550,57,2017
73938,43,2019
88464,36,2012
94529,36,2019
60805,63,2010
54804,38,2009
84830,43,2013
24915,31,2009
20011,37,2010
34546,39,2008
24329,38,2020
106574,21,2018
20653,32,2010
28476,23,2011
119730,32,2011
63835,48,2009
18213,26,2010
107189,34,2021
8038,52,2021
110195,49,2009
71576,47,2018
79935,47,2014
34547,31,2009
6216,45,2017
106575,33,2011
31454,44,2012
32676,26,2010
47197,45,2010
26679,29,2013
104745,29,2011
49560,39,2017
84832,15,2014
26680,31,2010
93939,28,2009
15240,32,2010
54805,55,2014
34549,34,2010
42909,41,2021
116128,33,2009
9260,39,2016
33942,27,2009
89058,45,2010
6217,21,2019
73939,16,2016
42910,26,2020
70387,35,2016
96321,44,2015
109017,36,2008
22518,42,2014
102945,33,2009
60806,18,2012
60807,33,2010
102379,28,2011
23170,48,2021
45985,47,2016
44064,39,2010
95739,22,2017
23717,19,2014
64998,15,2020
119143,26,2017
105375,35,2011
86654,36,2010
51881,21,2017
101728,38,2016
16428,30,2011
29616,15,2020
55389,43,2010
95740,43,2010
11078,16,2020
31455,21,2015
101119,33,2009
82983,39,2012
64406,42,2011
45986,40,2008
105377,17,2018
73336,46,2014
97575,29,2009
116736,18,2015
37489,42,2019
73940,20,2011
95168,27,2011
76930,20,2013
28477,40,2010
105969,44,2018
10478,41,2012
3807,42,2012
12230,22,2015
32677,31,2021
69810,25,2009
51282,49,2010
63261,49,2012
104156,17,2018
5615,35,2015
59639,54,2015
29058,32,2013
73943,45,2014
14628,26,2014
96943,23,2011
22520,53,2011
56594,31,2013
62641,28,2012
39902,43,2012
16992,30,2010
84180,31,2009
118533,39,2010
60808,35,2010
102381,26,2012
5004,19,2012
63262,47,2014
82985,21,2018
52995,30,2009
109019,30,2008
33943,32,2012
32678,43,2012
11079,38,2016
35151,41,2015
14631,52,2009
73337,42,2015
33945,45,2010
31456,40,2010
98137,33,2014
44066,18,2016
33946,21,2012
10479,51,2021
13436,19,2013
30202,20,2015
119732,52,2011
56596,18,2014
3280,51,2016
46587,35,2008
105970,20,2019
61442,37,2010
119146,39,2009
25537,29,2013
107795,55,2014
104747,35,2010
24919,25,2013
11638,32,2017
20657,30,2011
60226,23,2012
48361,44,2011
37491,31,2018
42911,39,2010
18217,21,2020
72719,43,2011
2666,40,2011
74530,47,2014
21321,46,2021
55390,19,2011
43513,34,2011
101121,18,2019
83604,21,2020
119735,38,2015
48961,56,2021
39904,41,2020
22523,31,2010
107796,37,2007
112654,30,2009
59026,39,2019
38680,37,2009
14634,47,2015
69202,19,2011
14000,33,2009
30801,32,2020
91475,44,2016
6221,32,2012
7419,36,2016
23718,59,2014
29060,35,2007
66171,32,2009
42912,34,2021
3808,27,2009
47200,41,2017
54234,16,2016
51287,36,2008
35153,33,2015
23719,30,2010
24920,26,2011
82987,31,2021
12232,28,2008
109612,30,2009
105971,29,2010
45360,46,2010
87829,17,2016
113216,34,2015
9857,18,2019
73945,57,2016
111431,29,2020
8041,21,2019
11081,34,2010
56598,34,2009
104159,34,2016
84183,36,2011
70389,32,2015
116737,30,2010
93941,58,2008
33948,16,2015
55989,39,2010
42327,21,2011
29061,26,2010
25539,31,2019
61445,32,2009
113217,20,2019
75102,34,2010
19422,26,2011
109022,40,2013
113218,34,2008
21930,43,2015
20658,27,2015
94531,35,2014
40502,16,2019
66172,36,2008
95742,27,2009
34556,19,2013
42913,45,2019
65582,24,2020
24335,17,2017
50729,41,2010
89655,66,2012
30802,35,2019
42328,50,2013
240,18,2016
96324,67,2015
57209,19,2013
8042,36,2011
65002,39,2018
80553,34,2007
57210,20,2018
98141,31,2013
59028,28,2010
27913,18,2017
70977,40,2017
117928,28,2019
32084,31,2018
48963,21,2015
39906,36,2012
2043,53,2019
109023,36,2017
109024,38,2010
67365,40,2012
90874,17,2019
99885,27,2011
65003,36,2017
62642,21,2012
16996,36,2018
104162,16,2018
10482,23,2012
10483,41,2012
89059,35,2020
96945,37,2021
116738,20,2012
90875,36,2009
35155,24,2015
65004,39,2012
12839,20,2012
78718,37,2015
105381,23,2014
40503,29,2008
26105,16,2009
13441,48,2014
15835,43,2020
10484,67,2009
90876,33,2011
109614,53,2019
27914,47,2015
87830,34,2018
41718,19,2012
11644,40,2012
111433,74,2019
89061,51,2011
36905,24,2017
75103,34,2009
104750,20,2012
38681,56,2010
29620,22,2016
105975,29,2020
112054,21,2019
59029,38,2014
35156,25,2011
97576,19,2017
113219,47,2010
24336,30,2016
11082,40,2010
60229,21,2012
110785,52,2019
8665,31,2020
76308,54,2012
98719,34,2018
9860,38,2017
42329,28,2012
2670,54,2012
99320,29,2021
63269,32,2014
814,29,2013
66175,35,2019
79937,43,2017
103536,27,2014
2045,43,2019
109026,33,2018
22526,21,2020
106581,41,2009
95171,35,2011
29621,17,2018
51289,35,2010
40504,16,2016
62048,46,2019
24927,28,2021
72722,48,2018
2671,48,2013
45989,28,2016
18837,25,2012
91480,29,2009
26684,31,2008
105384,15,2020
87832,40,2011
119738,33,2008
60815,55,2015
56601,33,2017
20017,50,2018
26685,14,2015
108412,61,2019
105976,48,2019
72723,34,2008
27304,42,2015
55993,66,2009
118538,40,2014
95172,57,2021
60230,29,2015
4397,40,2011
16997,19,2021
78118,20,2014
5618,38,2013
118539,24,2010
45362,36,2013
2672,39,2013
118540,72,2015
50167,48,2012
39282,30,2014
112057,42,2018
47203,32,2011
43516,50,2017
8669,37,2020
67366,19,2020
21324,17,2021
58412,32,2009
60231,26,2012
64409,34,2010
91482,36,2018
93304,41,2010
58413,40,2011
86657,39,2010
87229,19,2021
95173,31,2021
15838,19,2019
76310,39,2013
47778,45,2011
48366,15,2016
71577,25,2009
57214,55,2015
45991,33,2014
25544,29,2011
39283,59,2012
28481,33,2010
66177,21,2011
65006,33,2008
107800,35,2010
13444,35,2008
4400,34,2008
116739,40,2009
69815,39,2009
70980,29,2011
24928,22,2017
87833,26,2012
114914,34,2010
109617,46,2013
11085,53,2012
118542,46,2013
116133,21,2011
112059,34,2010
2673,58,2014
50168,33,2014
4401,19,2020
110786,36,2010
39909,16,2019
82364,31,2008
99888,34,2009
28482,16,2019
11646,14,2021
62050,39,2010
112656,49,2013
92084,39,2015
21326,62,2017
15839,42,2019
29065,34,2020
17600,49,2010
109028,39,2018
93944,14,2008
39285,32,2008
70982,22,2017
92684,53,2011
43518,18,2014
101124,21,2021
99890,32,2021
71578,25,2015
30204,55,2014
21327,47,2010
72725,38,2014
107804,38,2009
66778,26,2016
55399,35,2010
20663,44,2015
86662,63,2018
104166,16,2015
99323,39,2020
37496,48,2014
82990,40,2011
95175,52,2014
81748,26,2018
89063,52,2015
86050,30,2012
80556,21,2020
34561,71,2009
117358,36,2012
26688,16,2013
33298,15,2021
40505,30,2008
51291,30,2011
73348,17,2018
12842,17,2018
73955,38,2019
116134,17,2015
96949,32,2017
59646,39,2009
68557,31,2011
79344,33,2009
12843,18,2013
78723,41,2008
16998,45,2018
51890,37,2009
244,15,2019
18223,41,2021
106585,19,2021
98144,33,2010
33953,25,2010
102389,32,2015
63843,15,2018
94539,47,2012
11648,22,2015
54814,30,2017
66780,35,2016
3283,54,2019
90260,37,2008
14005,28,2010
99891,31,2008
48967,64,2014
107805,29,2009
93308,19,2018
30206,50,2010
31461,35,2010
12238,24,2012
108414,46,2016
62053,46,2014
92087,22,2018
16999,53,2014
87834,43,2015
95177,33,2009
111439,32,2016
55998,51,2017
4407,48,2014
106586,38,2020
100523,39,2013
63273,36,2011
50172,19,2017
89064,51,2013
63274,38,2017
76311,54,2009
50733,61,2015
108416,41,2010
79346,28,2017
54240,36,2011
89065,67,2015
102391,41,2020
21936,21,2021
14006,18,2020
109032,38,2008
22530,52,2008
39287,33,2008
15245,14,2021
7425,32,2016
98727,37,2011
62054,45,2018
45996,39,2010
56604,36,2013
39912,17,2016
54242,34,2010
60820,32,2012
27307,19,2010
112660,16,2015
116745,21,2014
38686,60,2020
102392,23,2013
56000,15,2015
107200,40,2011
60822,35,2009
93311,30,2010
69816,26,2014
95178,32,2010
61450,36,2011
12847,36,2010
44072,41,2009
107807,67,2015
59032,40,2015
82993,18,2015
66178,37,2008
14639,39,2014
18228,21,2019
74539,19,2017
111440,48,2018
83609,28,2009
54245,26,2011
74540,25,2010
44733,40,2015
101736,16,2019
89659,33,2013
7427,47,2012
50735,38,2013
87835,53,2017
81160,39,2012
111442,43,2017
20667,52,2015
117363,26,2011
60235,30,2015
112068,35,2012
88476,31,2008
80559,58,2021
61451,59,2013
42920,22,2014
48368,44,2014
30207,46,2015
30806,31,2008
86663,38,2014
89661,25,2010
89066,67,2013
40507,21,2009
5014,60,2012
119153,40,2010
65587,21,2017
102951,33,2008
13446,15,2012
93313,37,2018
16435,22,2011
39288,50,2011
107808,26,2011
114337,45,2014
85477,52,2008
30807,25,2019
21941,33,2008
62055,23,2016
74541,30,2015
57217,16,2015
11089,41,2019
69209,47,2010
119154,37,2017
83611,56,2014
30808,28,2010
18846,28,2009
50736,31,2020
3286,17,2015
110792,21,2021
94545,35,2017
94546,39,2009
82369,52,2013
28484,46,2009
59033,32,2015
27309,37,2019
62647,19,2016
65589,59,2011
72730,35,2020
99326,40,2012
117366,46,2016
71583,26,2010
112662,34,2017
65012,55,2015
58421,53,2018
102952,39,2011
113226,41,2010
83612,28,2011
41099,47,2016
105387,34,2013
22531,33,2009
83613,34,2016
25547,38,2012
38688,18,2017
45367,32,2009
246,33,2018
107810,46,2018
59034,41,2020
40510,40,2019
39291,42,2015
62057,31,2012
42921,28,2011
12851,37,2010
36319,35,2020
41723,31,2020
46000,35,2010
41100,71,2012
67970,34,2010
114919,22,2012
76313,18,2021
15247,71,2021
113227,35,2016
62648,41,2016
88477,38,2010
51292,31,2008
27921,22,2018
86665,70,2012
56608,44,2011
112663,44,2017
118549,37,2010
81162,32,2010
60237,36,2008
32089,22,2011
4412,56,2012
38689,29,2010
30208,35,2008
78123,35,2010
89664,16,2018
61453,66,2012
80560,35,2010
55405,34,2012
87236,29,2010
248,32,2009
56609,16,2016
64415,56,2018
61454,29,2011
35164,59,2015
29625,49,2012
60826,36,2011
93315,59,2013
27922,49,2016
66179,62,2019
93316,21,2013
110795,23,2011
95747,35,2008
63845,37,2010
78730,24,2009
24342,26,2010
81163,32,2010
18231,19,2012
36320,41,2018
96334,39,2010
44737,36,2010
40511,16,2014
119744,24,2010
101738,24,2010
15249,52,2019
112665,33,2010
50738,19,2012
15250,24,2009
102395,50,2011
23180,15,2017
92088,16,2019
76315,44,2015
69819,34,2009
51894,56,2017
21328,24,2010
65014,20,2012
95182,30,2016
110796,32,2009
12244,37,2009
96953,25,2018
66784,37,2014
90262,20,2015
38690,47,2014
117369,40,2011
73957,55,2011
95183,38,2016
20024,50,2020
32692,25,2019
21329,23,2017
26693,16,2019
96336,67,2018
95184,44,2008
62651,63,2019
38691,33,2008
91490,39,2008
102396,51,2015
22532,18,2015
14642,44,2010
105982,58,2020
81754,37,2009
117370,31,2009
114340,59,2021
54248,41,2012
99328,38,2009
72733,45,2010
111446,41,2012
76316,34,2011
113766,15,2014
11652,37,2020
53010,41,2009
117372,31,2018
63276,15,2019
58423,52,2008
75721,26,2016
116138,27,2015
13450,72,2019
83615,41,2014
12852,32,2008
35165,30,2013
80565,17,2019
96954,43,2020
64416,39,2014
76943,30,2009
36321,32,2007
87238,33,2011
36322,42,2010
64417,24,2011
92090,34,2011
70988,20,2013
108418,19,2021
21330,31,2008
86668,31,2007
66180,62,2014
55410,20,2012
99895,37,2020
93319,45,2021
104168,24,2009
1448,47,2011
109621,30,2008
65015,34,2013
72156,26,2010
54818,21,2011
35740,52,2011
112070,37,2014
118551,16,2016
9271,38,2010
251,17,2019
33306,55,2012
65016,58,2015
91491,26,2015
11091,31,2010
40515,31,2010
98735,21,2013
107203,16,2016
11092,31,2013
84191,19,2014
104169,44,2020
87239,17,2018
106589,31,2018
49580,39,2014
41726,21,2020
17605,53,2015
36912,33,2010
42336,45,2014
68564,42,2014
55412,26,2010
103550,16,2016
68565,28,2015
52444,37,2009
63850,57,2013
70398,45,2009
117374,30,2019
70399,26,2019
108420,36,2010
54252,45,2017
104762,49,2021
21947,55,2011
67972,38,2009
26115,35,2009
104171,27,2010
11093,57,2011
105391,17,2017
2059,49,2017
110799,33,2015
24936,39,2010
43526,34,2021
89666,24,2014
53013,56,2019
95750,38,2013
96337,23,2018
59651,48,2010
93950,31,2009
18235,36,2019
101136,21,2011
85481,18,2013
99896,24,2013
65018,35,2008
33309,20,2013
29628,63,2018
69216,35,2007
66183,37,2011
40517,38,2015
11654,33,2010
96957,51,2018
48976,43,2010
54819,33,2011
84193,16,2008
23181,20,2013
36913,31,2008
61458,38,2008
30820,19,2011
110800,22,2012
56614,22,2010
106591,37,2010
35166,30,2008
17002,17,2018
76318,44,2018
17003,50,2012
113770,45,2010
20677,33,2013
98738,16,2017
37500,34,2010
116750,31,2009
51296,34,2012
57818,14,2020
92094,28,2010
12853,45,2011
113771,37,2011
60245,27,2014
109622,23,2010
93953,32,2009
11655,23,2010
76945,23,2020
70990,42,2019
55414,56,2014
34566,40,2015
9865,38,2015
119748,38,2013
2061,32,2016
52447,19,2012
76946,42,2011
58426,32,2017
86671,43,2013
98739,30,2014
111451,39,2011
76319,28,2009
21332,39,2011
75726,14,2016
98740,29,2011
91494,59,2008
15844,22,2015
18852,32,2011
84194,30,2019
74545,40,2012
30211,28,2010
12247,21,2016
49581,35,2011
68568,64,2020
15253,50,2021
79351,25,2011
70401,45,2015
87241,31,2010
64420,27,2008
6809,17,2018
37501,19,2015
82375,24,2012
77528,20,2013
105394,38,2013
67378,35,2015
20678,42,2013
56011,44,2014
100534,21,2020
69218,36,2014
32096,53,2009
2682,38,2008
117376,36,2011
72159,27,2016
33958,49,2019
99898,38,2018
119161,37,2015
14013,32,2010
7434,36,2020
82998,26,2010
88481,55,2013
73354,22,2020
89069,36,2009
75116,29,2012
13455,15,2021
40519,29,2016
38694,38,2017
8678,48,2013
44079,38,2010
73355,41,2016
87844,48,2019
59652,53,2011
108424,18,2020
103552,15,2018
95756,37,2013
8054,20,2013
4421,46,2017
6810,15,2014
72161,31,2021
255,20,2019
17609,62,2015
103553,33,2008
25550,56,2016
105987,34,2017
115516,25,2021
75117,38,2018
105988,40,2014
65594,34,2016
114346,33,2011
60247,21,2016
87242,56,2014
104174,31,2019
69221,46,2021
81169,58,2015
53015,26,2012
62657,48,2013
110203,41,2010
65019,41,2012
59036,23,2019
3294,33,2013
38092,23,2010
77529,40,2011
16442,35,2014
81756,53,2017
11657,35,2008
109625,33,2010
4422,34,2008
112669,20,2009
74549,21,2020
110204,50,2020
2065,35,2013
118552,49,2011
18238,30,2016
50743,37,2008
6244,29,2017
38094,46,2021
33959,42,2007
23729,60,2021
75728,63,2014
6812,37,2013
89667,28,2013
6813,38,2016
102957,39,2011
30823,15,2018
90266,28,2010
29071,30,2014
70403,41,2010
93325,43,2011
29630,23,2020
14648,36,2008
72163,31,2008
104176,27,2014
39923,50,2009
80571,21,2019
52449,50,2017
72164,28,2015
2067,25,2011
33311,32,2013
114347,34,2014
71587,23,2015
25552,69,2015
23730,52,2018
113234,35,2015
41113,70,2014
105989,24,2018
107815,48,2012
825,23,2018
114348,60,2010
18239,15,2017
3816,38,2018
92695,69,2016
67379,33,2010
87846,34,2010
4423,32,2017
35168,29,2018
72743,39,2012
110206,40,2009
114349,46,2010
42929,39,2010
115517,61,2019
11097,37,2011
89668,38,2014
107816,20,2015
25553,49,2019
20679,43,2009
96963,28,2010
12856,44,2011
46006,61,2021
59654,33,2011
32699,60,2013
22539,43,2020
20027,38,2021
59655,26,2017
4424,40,2018
101743,50,2011
21338,19,2012
108425,52,2014
89071,53,2019
70405,39,2014
118554,43,2010
73359,15,2020
107209,39,2013
32700,38,2009
17613,38,2013
9871,32,2019
106593,21,2018
30217,34,2011
74552,16,2018
41114,48,2016
6817,18,2015
100535,61,2019
2070,33,2010
79354,40,2013
63853,40,2010
104765,39,2009
102960,39,2019
18240,54,2011
60835,39,2011
91496,25,2009
53018,33,2011
103556,20,2012
82999,69,2012
112672,41,2011
2072,61,2019
63855,36,2011
39926,26,2009
83001,34,2010
26698,33,2011
52452,54,2018
68573,43,2020
17009,22,2016
75121,31,2011
48372,39,2009
42931,45,2015
13458,38,2012
5630,24,2010
94557,37,2007
12250,15,2019
104766,56,2008
76951,47,2010
99335,46,2019
41730,46,2012
21339,46,2009
111456,20,2016
66790,42,2009
35170,40,2013
260,44,2018
116145,33,2010
107820,36,2015
57223,68,2020
51301,35,2010
53019,44,2015
80574,39,2011
97581,36,2010
47794,69,2015
93328,67,2010
88485,15,2020
54259,34,2007
12858,34,2012
90268,43,2008
55420,35,2020
114925,34,2015
23731,34,2012
39301,45,2020
52453,36,2011
117941,38,2015
39927,44,2009
59039,35,2012
89670,52,2012
15257,36,2013
5631,24,2013
13459,33,2010
261,30,2013
84195,21,2009
42343,39,2018
66188,39,2018
105400,24,2010
47795,15,2020
48373,51,2016
5023,34,2016
28488,30,2021
63281,57,2021
51902,30,2015
100537,36,2011
74553,50,2011
35746,33,2010
113777,21,2013
2686,41,2009
117379,30,2019
48374,18,2017
2075,80,2009
118555,31,2011
101745,36,2011
62661,24,2019
79356,56,2014
72166,58,2010
15259,44,2011
35747,26,2020
2076,46,2017
87849,26,2013
68576,34,2020
61465,67,2012
47798,20,2013
53660,54,2009
6820,35,2008
91499,50,2019
12251,17,2018
24942,48,2013
78746,23,2010
14653,49,2013
62070,28,2017
79951,23,2015
107822,39,2010
34574,45,2014
81173,25,2013
89671,37,2021
97582,34,2008
83002,16,2021
64426,44,2016
44745,20,2020
8684,20,2015
80575,33,2014
58428,39,2013
2687,42,2013
60255,16,2018
84197,44,2011
36918,17,2011
71590,81,2020
117944,44,2009
30825,16,2018
27929,22,2010
117945,41,2015
110208,49,2017
56017,14,2021
105401,20,2019
99338,19,2016
93959,32,2016
118557,29,2009
56018,37,2012
50183,31,2012
61466,24,2014
111459,20,2015
93960,44,2013
90269,29,2011
40527,30,2018
49589,40,2017
63284,31,2011
16446,41,2017
114353,32,2012
86677,32,2017
47217,28,2009
12253,40,2008
3819,28,2019
81762,37,2009
96967,28,2010
51905,31,2013
63285,43,2010
106594,56,2010
78748,22,2019
110209,36,2009
69825,52,2018
9874,22,2014
39303,19,2011
70996,29,2018
74554,39,2012
110210,33,2010
55425,41,2008
17012,60,2014
103560,15,2016
77538,20,2014
8686,27,2017
28489,59,2019
67976,68,2021
86064,51,2013
45379,39,2009
60841,15,2008
94560,21,2015
28490,38,2013
8687,51,2015
1454,26,2017
89673,17,2015
84855,47,2019
105992,33,2017
92696,35,2020
92697,56,2020
94561,32,2007
5637,28,2010
38101,16,2013
59043,44,2008
106596,46,2014
90272,32,2012
8689,30,2010
11102,14,2018
44085,50,2020
73967,41,2015
55427,18,2016
105993,76,2010
32705,40,2016
95191,17,2013
48376,34,2011
44748,21,2012
44086,39,2012
79359,23,2012
23194,29,2019
63286,31,2015
116756,17,2016
30220,16,2018
79360,66,2018
55429,30,2008
71592,45,2013
13462,73,2019
44087,30,2012
114927,27,2017
97585,34,2008
81174,19,2014
23735,43,2019
44088,41,2010
119757,48,2013
110805,25,2013
88487,27,2020
109049,33,2010
117948,55,2011
42348,16,2020
116146,21,2013
10496,37,2010
2078,33,2019
35173,18,2019
118562,30,2011
113780,32,2009
24945,38,2010
61467,64,2018
263,34,2009
119759,19,2016
107823,48,2009
50189,57,2013
17015,46,2019
75127,40,2013
97587,37,2011
17616,25,2011
65602,36,2010
30827,38,2013
110212,37,2010
28491,45,2011
84199,65,2016
31469,22,2020
2691,31,2007
72748,41,2016
29637,53,2018
47218,20,2017
12256,30,2016
31470,36,2013
42349,15,2014
3301,66,2011
19444,46,2013
40529,34,2008
78751,25,2009
65604,66,2013
38700,24,2014
49593,17,2013
39933,27,2016
3302,21,2017
116147,37,2009
15260,31,2011
93963,42,2013
12862,57,2016
83006,18,2015
1457,45,2018
81176,34,2016
45383,46,2015
24947,63,2009
66794,29,2011
98160,16,2017
54824,66,2013
39934,34,2008
30221,38,2018
90275,38,2015
94563,38,2008
59046,33,2008
73969,61,2018
73970,35,2016
94564,39,2011
80583,32,2008
91501,29,2014
33968,26,2009
105996,47,2013
5027,17,2019
100543,36,2008
89075,31,2016
33318,37,2011
52457,41,2016
80584,30,2015
91502,32,2016
92699,48,2010
19445,42,2015
16450,37,2018
56625,30,2014
3822,24,2020
89676,47,2010
98161,38,2011
63287,17,2015
11665,32,2010
14018,45,2013
53020,56,2011
59048,37,2017
89076,62,2012
113782,39,2008
2080,51,2013
59049,35,2013
48380,24,2019
42351,48,2014
58431,20,2017
69228,34,2016
96345,73,2013
16452,65,2018
119761,17,2021
102969,39,2009
97588,46,2019
105997,36,2011
102970,31,2010
97589,31,2013
66193,66,2010
46610,32,2011
106600,30,2010
63861,15,2021
81178,24,2010
113245,35,2012
102404,21,2012
29639,27,2011
265,50,2011
106601,43,2018
41736,63,2015
93331,59,2010
91505,24,2012
61471,25,2011
21344,51,2009
81766,19,2012
90277,46,2018
5639,37,2010
46614,22,2019
86069,28,2019
98749,30,2010
95194,31,2010
99906,43,2009
100545,44,2009
828,34,2019
52458,21,2021
52459,34,2020
38705,30,2014
33969,36,2011
69830,25,2008
98750,40,2011
101749,43,2014
59051,22,2010
267,25,2011
57230,17,2019
7437,57,2014
59663,58,2016
32104,51,2018
71000,31,2008
64431,29,2012
65607,34,2008
55430,41,2015
105403,76,2016
268,48,2018
113247,25,2011
94565,61,2009
74558,17,2014
14021,72,2015
21963,41,2015
87855,47,2010
109629,30,2011
53021,40,2011
46018,43,2013
2694,43,2021
98752,37,2012
24357,52,2012
32106,19,2015
22546,44,2019
64435,29,2015
102973,35,2009
39937,27,2010
86682,35,2018
77546,35,2012
24359,30,2010
23737,18,2013
11106,37,2008
86071,32,2019
67983,16,2016
36334,53,2015
96346,35,2008
15849,16,2016
70416,33,2007
29077,50,2012
45385,54,2010
79954,29,2017
98753,17,2018
77547,27,2014
59053,19,2016
12258,21,2014
37508,29,2020
22547,22,2013
80586,27,2011
105404,47,2011
117950,58,2009
3308,29,2011
47804,50,2013
87254,30,2016
50751,30,2010
61472,43,2009
33972,58,2014
2082,32,2009
17019,32,2009
59664,49,2018
68580,15,2020
24949,40,2011
75740,62,2014
41123,17,2015
64437,30,2008
15264,46,2010
90279,21,2012
99908,39,2010
21965,36,2013
71004,24,2012
104188,21,2021
114356,59,2020
59666,61,2014
39313,43,2013
21966,34,2009
46617,19,2014
87255,58,2018
830,15,2017
41740,43,2012
56627,37,2015
76330,16,2020
42354,32,2015
59667,25,2018
73369,28,2009
71005,38,2009
5642,44,2010
33320,34,2011
91508,15,2019
44092,52,2010
11666,30,2010
79955,42,2015
44753,36,2018
35751,39,2010
84204,42,2009
62666,35,2009
110809,20,2012
45386,20,2012
38107,54,2019
113250,43,2013
87257,41,2011
29079,26,2010
69233,29,2011
20689,39,2021
103567,20,2015
35175,16,2018
54265,33,2008
79956,51,2011
14661,34,2012
7440,39,2018
68582,39,2012
4431,22,2012
100548,20,2012
67389,44,2012
50754,16,2019
31474,37,2010
28497,45,2012
95761,38,2013
34581,35,2010
17021,44,2021
79363,58,2010
111465,48,2010
11108,33,2010
270,17,2019
